entri,entri_id,pola,basis_kandidat,basis_id,basis_jenis,sufiks
"serangkak (1)",34626,"-er-","sangkak",33070,"dasar",""
"serangkak (2)",34627,"-er-","sangkak",33070,"dasar",""
"serangsang",34628,"-er-","sangsang",33096,"dasar",""
"Serani",34629,"-er-","sani",33105,"dasar",""
"serap",34632,"-er-","sap",33147,"dasar",""
"serap",34631,"-er-","sap",33147,"dasar",""
"serapa",34633,"-er-","sapa",33149,"dasar",""
"serapat",34635,"-er-","sapat",33155,"dasar",""
"serasa",34636,"-er-","sasa",33279,"dasar",""
"serasi",34640,"-er-","sasi",33299,"dasar",""
"serat (1)",34641,"-er-","sat",33307,"dasar",""
"serat (2)",34642,"-er-","sat",33307,"dasar",""
"seratah",34643,"-er-","sa",32546,"dasar","-tah"
"serati (1)",34644,"-er-","sat",33307,"dasar","-i"
"serati (2)",34645,"-er-","sat",33307,"dasar","-i"
"seraut",34651,"-er-","saut",33355,"dasar",""
"serawan",34655,"-er-","sawan",33367,"dasar",""
"seraya (1)",34656,"-er-","saya",33385,"dasar",""
"seraya (2)",34657,"-er-","saya",33385,"dasar",""
"seraya (3)",34658,"-er-","saya",33385,"dasar",""
"sereh",34704,"-er-","seh",33545,"dasar",""
"sereh",34703,"-er-","seh",33545,"dasar",""
"serempak",34709,"-er-","sempak",34172,"dasar",""
"serendeng",34714,"-er-","sendeng",34254,"dasar",""
"sereng",34715,"-er-","seng",34277,"dasar",""
"serengam (1)",34716,"-er-","sengam",34281,"dasar",""
"serengit",34719,"-er-","sengit",34324,"dasar",""
"serenjak",34720,"-er-","senjak",34384,"dasar",""
"serenjang",34721,"-er-","senjang",34385,"dasar",""
"serenta",34722,"-er-","senta",34412,"prakategorial",""
"serentak",34723,"-er-","sentak",34421,"dasar",""
"serep",34724,"-er-","sep",34490,"dasar",""
"serep (1)",34725,"-er-","sep",34490,"dasar",""
"seresah",34727,"-er-","sesah",34888,"dasar",""
"seresam",34728,"-er-","sesam",34894,"dasar",""
"seret",34730,"-er-","set",34921,"dasar",""
"seret (1)",34731,"-er-","set",34921,"dasar",""
"seret (2)",34732,"-er-","set",34921,"dasar",""
"seri (1)",34742,"-er-","si",35060,"dasar",""
"seri (1)",34737,"-er-","si",35060,"dasar",""
"seri (2)",34738,"-er-","si",35060,"dasar",""
"seri (2)",34743,"-er-","si",35060,"dasar",""
"seri (4)",34740,"-er-","si",35060,"dasar",""
"seri (5)",34741,"-er-","si",35060,"dasar",""
"serial",34744,"-er-","sial",35072,"dasar",""
"serian",34745,"-er-","sian",35079,"dasar",""
"serian",34745,"-er-","si",35060,"dasar","-an"
"seriap",34746,"-er-","siap",35091,"dasar",""
"seriat (1)",34747,"-er-","siat",35107,"dasar",""
"seriat (2)",34748,"-er-","siat",35107,"dasar",""
"seriding",34753,"-er-","siding",35146,"dasar",""
"serikat",34760,"-er-","sikat",35201,"dasar",""
"serindai (1)",34767,"-er-","sinda",35393,"dasar","-i"
"serindai (2)",34768,"-er-","sinda",35393,"dasar","-i"
"sering (1)",34770,"-er-","sing",35428,"dasar",""
"sering (2)",34771,"-er-","sing",35428,"dasar",""
"sering (3)",34772,"-er-","sing",35428,"dasar",""
"sering (4)",34773,"-er-","sing",35428,"dasar",""
"seringai",34774,"-er-","singa",35429,"dasar","-i"
"serit",34778,"-er-","sit",35662,"dasar",""
"serius",34780,"-er-","sius",35701,"dasar",""
"serlah",34786,"-er-","slah",35777,"dasar",""
"serling",34787,"-er-","sling",35782,"dasar",""
"serobok",34795,"-er-","sobok",35802,"dasar",""
"seroda",34797,"-er-","soda",35804,"dasar",""
"serodok",34798,"-er-","sodok",35809,"dasar",""
"seroja",34801,"-er-","soja",35832,"dasar",""
"serok (1)",34805,"-er-","sok",35836,"dasar",""
"serok (1)",34803,"-er-","sok",35836,"dasar",""
"serok (2)",34802,"-er-","sok",35836,"dasar",""
"serok (2)",34804,"-er-","sok",35836,"dasar",""
"serok (3)",34806,"-er-","sok",35836,"dasar",""
"seroma",34808,"-er-","soma",35886,"dasar",""
"serombong",34809,"-er-","sombong",35893,"dasar",""
"serondol",34813,"-er-","sondol",35922,"dasar",""
"serondong",34814,"-er-","sondong",35923,"dasar",""
"serosoh",34820,"-er-","sosoh",36010,"dasar",""
"seruak",34844,"-er-","suak",36352,"dasar",""
"serual",34845,"-er-","sual",36354,"dasar",""
"seruda",34847,"-er-","suda",36450,"dasar",""
"serudi",34848,"-er-","sudi",36456,"dasar",""
"seruduk",34849,"-er-","suduk",36464,"dasar",""
"seruh (1)",34851,"-er-","suh",36488,"dasar",""
"seruh (2)",34852,"-er-","suh",36488,"dasar",""
"seruh (3)",34853,"-er-","suh",36488,"dasar",""
"seruit",34855,"-er-","suit",36498,"dasar",""
"seruk",34856,"-er-","suk",36507,"dasar",""
"seruling",34858,"-er-","suling",36565,"dasar",""
"serum",34859,"-er-","sum",36583,"dasar",""
"serun",34863,"-er-","sun",36633,"dasar",""
"serunda (1)",34866,"-er-","sunda",36643,"dasar",""
"serundang",34868,"-er-","sundang",36649,"dasar",""
"seruni",34870,"-er-","suni",36693,"dasar",""
"seruni",34870,"-er-","sun",36633,"dasar","-i"
"serut",34877,"-er-","sut",36854,"dasar",""
"sesagon",34887,"R.purwa","sagon",32652,"dasar",""
"sesah",34888,"R.purwa","sah",32659,"dasar",""
"sesai",34889,"R.purwa","sai",32694,"dasar",""
"sesai",34889,"R.purwa","sa",32546,"dasar","-i"
"sesaing",34890,"R.purwa","saing",32703,"prakategorial",""
"sesajen",34891,"R.purwa","sajen",32716,"dasar",""
"sesak",34892,"R.purwa","sak",32719,"dasar",""
"sesal",34893,"R.purwa","sal",32789,"dasar",""
"sesap (1)",34897,"R.purwa","sap",33147,"dasar",""
"sesap (2)",34898,"R.purwa","sap",33147,"dasar",""
"sesar (1)",34899,"R.purwa","sar",33186,"dasar",""
"sesat",34901,"R.purwa","sat",33307,"dasar",""
"sesawi",34903,"R.purwa","sawi",33377,"dasar",""
"sesepuh",34905,"R.purwa","sepuh",34568,"dasar",""
"sesi",34907,"R.purwa","si",35060,"dasar",""
"sesiak",34908,"R.purwa","siak",35067,"dasar",""
"sesil",34910,"R.purwa","sil",35238,"dasar",""
"sesira",34911,"R.purwa","sira",35578,"dasar",""
"sespan",34914,"R.purwa","span",36034,"dasar",""
"sesuai",34916,"R.purwa","suai",36346,"prakategorial",""
"sesuai",34916,"R.purwa","sua",36343,"dasar","-i"
"sesuatu",34917,"R.purwa","suatu",36378,"dasar",""
"sesumbar",34918,"R.purwa","sumbar",36594,"dasar",""
"sinabar",35382,"-in-","sabar",32563,"dasar",""
"sinambung",35384,"-in-","sambung",32922,"dasar",""
"sinandung",35386,"-in-","sandung",33022,"dasar",""
"sinar (1)",35388,"-in-","sar",33186,"dasar",""
"sinar (2)",35389,"-in-","sar",33186,"dasar",""
"sinatan",35390,"-in-","sat",33307,"dasar","-an"
"sinawar",35392,"-in-","sawar",33374,"dasar",""
"sinema",35411,"-in-","sema",33992,"dasar",""
"sini",35473,"-in-","si",35060,"dasar",""
"sinis",35474,"-in-","sis",35627,"dasar",""
"sinom (1)",35496,"-in-","som",35885,"dasar",""
"sinom (2)",35497,"-in-","som",35885,"dasar",""
"sinom (3)",35498,"-in-","som",35885,"dasar",""
"sinoman",35499,"-in-","som",35885,"dasar","-an"
"sintek",35519,"-in-","stek",36211,"dasar",""
"sinuhun",35537,"-in-","suhun",36494,"dasar",""
"sinus",35538,"-in-","sus",36823,"dasar",""
"sinyal",35542,"-in-","syal",36953,"dasar",""
"tela",37990,"-el-","ta",37015,"dasar",""
"tela (1)",37991,"-el-","ta",37015,"dasar",""
"tela (2)",37992,"-el-","ta",37015,"dasar",""
"tela (3)",37993,"-el-","ta",37015,"dasar",""
"tela (4)",37994,"-el-","ta",37015,"dasar",""
"tela (5)",37995,"-el-","ta",37015,"dasar",""
"telabat",37998,"-el-","tabat",37034,"dasar",""
"telah (1)",38003,"-el-","tah",37114,"dasar",""
"telah (2)",38004,"-el-","tah",37114,"dasar",""
"telajak",38005,"-el-","tajak",37157,"dasar",""
"telak",38006,"-el-","tak",37181,"dasar",""
"telakan",38007,"-el-","ta",37015,"dasar","-kan"
"telampung",38009,"-el-","tampung",37398,"dasar",""
"telan",38011,"-el-","tan",37410,"dasar",""
"telan",38010,"-el-","tan",37410,"dasar",""
"telancang",38012,"-el-","tancang",37424,"dasar",""
"telang (1)",38013,"-el-","tang",37452,"dasar",""
"telang (2)",38014,"-el-","tang",37452,"dasar",""
"telang (3)",38015,"-el-","tang",37452,"dasar",""
"telangkai (1)",38017,"-el-","tangkai",37484,"dasar",""
"telangkai (2)",38018,"-el-","tangkai",37484,"dasar",""
"telangkup",38019,"-el-","tangkup",37502,"dasar",""
"telanjur",38021,"-el-","tanjur",37530,"dasar",""
"telap (1)",38023,"-el-","tap",37557,"dasar",""
"telap (2)",38024,"-el-","tap",37557,"dasar",""
"telapa",38025,"-el-","tapa",37558,"dasar",""
"telapak",38026,"-el-","tapak",37567,"dasar",""
"telas",38027,"-el-","tas",37677,"dasar",""
"telatah (1)",38029,"-el-","tatah",37725,"dasar",""
"telatah (1)",38029,"-el-","ta",37015,"dasar","-tah"
"telatah (2)",38030,"-el-","tatah",37725,"dasar",""
"telatah (2)",38030,"-el-","ta",37015,"dasar","-tah"
"telatap",38031,"-el-","tatap",37737,"dasar",""
"telau",38033,"-el-","tau",37749,"dasar",""
"tele (1)",38035,"-el-","te",37826,"dasar",""
"tele (2)",38036,"-el-","te",37826,"dasar",""
"tele (3)",38037,"-el-","te",37826,"dasar",""
"telekan",38053,"-el-","tekan",37921,"dasar",""
"telekan",38053,"-el-","te",37826,"dasar","-kan"
"telekap",38054,"-el-","tekap",37924,"dasar",""
"teleks",38059,"-el-","teks",37969,"dasar",""
"teleku",38060,"-el-","te",37826,"dasar","-ku"
"telekung",38061,"-el-","tekung",37985,"dasar",""
"telekup",38062,"-el-","tekup",37986,"dasar",""
"telematik",38064,"-el-","tematik",38162,"dasar",""
"telempap",38068,"-el-","tempap",38250,"dasar",""
"telempong",38069,"-el-","tempong",38287,"dasar",""
"teleng",38071,"-el-","teng",38341,"dasar",""
"teleng (1)",38072,"-el-","teng",38341,"dasar",""
"teleng (2)",38073,"-el-","teng",38341,"dasar",""
"telentang",38075,"-el-","tentang",38431,"dasar",""
"teleologi",38077,"-el-","teologi",38450,"dasar",""
"teleologi",38077,"-el-","teolog",38449,"dasar","-i"
"telepa",38079,"-el-","tepa",38460,"dasar",""
"telepati",38080,"-el-","tepat",38470,"dasar","-i"
"telepok",38082,"-el-","tepok",38488,"dasar",""
"telepuk",38087,"-el-","tepuk",38493,"dasar",""
"teler",38088,"-el-","ter",38501,"dasar",""
"telerang",38089,"-el-","terang",38529,"dasar",""
"teles",38090,"-el-","tes",38707,"dasar",""
"telik",38098,"-el-","tik",38807,"dasar",""
"telikung",38099,"-el-","tikung",38822,"dasar",""
"telimpuh",38100,"-el-","timpuh",38881,"dasar",""
"telingkah",38104,"-el-","tingkah",38910,"dasar",""
"telingkah",38104,"-el-","ting",38902,"dasar","-kah"
"telingkuh",38105,"-el-","tingkuh",38926,"dasar",""
"telis",38109,"-el-","tis",38985,"dasar",""
"telisik",38110,"-el-","tisik",38986,"dasar",""
"teliti",38111,"-el-","titi",38996,"dasar",""
"telop",38114,"-el-","top",39189,"dasar",""
"teluk (1)",38120,"-el-","tuk",39572,"dasar",""
"teluk (2)",38121,"-el-","tuk",39572,"dasar",""
"teluki (1)",38122,"-el-","tuk",39572,"dasar","-i"
"teluki (2)",38123,"-el-","tuk",39572,"dasar","-i"
"telukup",38124,"-el-","tukup",39598,"dasar",""
"telungkup",38125,"-el-","tungkup",39740,"dasar",""
"telunjuk",38126,"-el-","tunjuk",39753,"dasar",""
"telur",38127,"-el-","tur",39772,"dasar",""
"telus",38130,"-el-","tus",39808,"dasar",""
"telutuh",38136,"-el-","tutuh",39819,"dasar",""
"telutur",38137,"-el-","tutur",39827,"dasar",""
"telutut",38138,"-el-","tutut",39830,"dasar",""
"tema",38141,"-em-","ta",37015,"dasar",""
"temabur",38143,"-em-","tabur",37070,"dasar",""
"temahak",38148,"-em-","tahak",37117,"dasar",""
"temak",38149,"-em-","tak",37181,"dasar",""
"temalang",38150,"-em-","talang",37291,"dasar",""
"temali",38151,"-em-","tali",37309,"dasar",""
"temali",38151,"-em-","tal",37278,"dasar","-i"
"teman",38152,"-em-","tan",37410,"dasar",""
"temangga",38154,"-em-","tangga",37460,"dasar",""
"temar",38156,"-em-","tar",37605,"dasar",""
"temaram",38157,"-em-","taram",37617,"dasar",""
"temas",38158,"-em-","tas",37677,"dasar",""
"temasa",38160,"-em-","tasa",37681,"dasar",""
"temawar",38166,"-em-","tawar",37800,"dasar",""
"temegun",38229,"-em-","tegun",37902,"dasar",""
"temeh",38230,"-em-","teh",37905,"dasar",""
"temengalan",38231,"-em-","tengalan",38347,"dasar",""
"temenung",38236,"-em-","tenung",38444,"dasar",""
"temilang (1)",38239,"-em-","tilang",38827,"dasar",""
"temilang (2)",38240,"-em-","tilang",38827,"dasar",""
"temin",38241,"-em-","tin",38890,"dasar",""
"temoleh",38243,"-em-","toleh",39097,"dasar",""
"temungkul",38314,"-em-","tungkul",39739,"dasar",""
"temuni",38315,"-em-","tun",39671,"dasar","-i"
"temuras",38316,"-em-","turas",39778,"prakategorial",""
"tera",38504,"-er-","ta",37015,"dasar",""
"terajam",38509,"-er-","tajam",37159,"dasar",""
"teraju",38511,"-er-","taju",37170,"dasar",""
"terak (1)",38512,"-er-","tak",37181,"dasar",""
"terak (2)",38513,"-er-","tak",37181,"dasar",""
"terak (3)",38514,"-er-","tak",37181,"dasar",""
"teral",38517,"-er-","tal",37278,"dasar",""
"terala",38518,"-er-","tala",37280,"dasar",""
"terali",38519,"-er-","tali",37309,"dasar",""
"terali",38519,"-er-","tal",37278,"dasar","-i"
"terampil",38526,"-er-","tampil",37390,"dasar",""
"teran",38527,"-er-","tan",37410,"dasar",""
"terang",38529,"-er-","tang",37452,"dasar",""
"terap (1)",38531,"-er-","tap",37557,"dasar",""
"terap (2)",38532,"-er-","tap",37557,"dasar",""
"terapang",38533,"-er-","tapang",37577,"dasar",""
"terapi",38535,"-er-","tapi",37581,"dasar",""
"terapi",38535,"-er-","tap",37557,"dasar","-i"
"terapis",38536,"-er-","tapis",37589,"dasar",""
"teras",38538,"-er-","tas",37677,"dasar",""
"teras (1)",38539,"-er-","tas",37677,"dasar",""
"teras (2)",38540,"-er-","tas",37677,"dasar",""
"teras (3)",38541,"-er-","tas",37677,"dasar",""
"terasi",38542,"-er-","tas",37677,"dasar","-i"
"teratai",38545,"-er-","tatai",37729,"dasar",""
"teratai",38545,"-er-","tata",37715,"dasar","-i"
"teratak",38546,"-er-","tatak",37730,"dasar",""
"terau",38551,"-er-","tau",37749,"dasar",""
"terawang",38552,"-er-","tawang",37796,"dasar",""
"terem",38565,"-er-","tem",38140,"dasar",""
"terenang",38566,"-er-","tenang",38325,"dasar",""
"terentang",38569,"-er-","tentang",38431,"dasar",""
"teres",38571,"-er-","tes",38707,"dasar",""
"teriba",38578,"-er-","tiba",38788,"dasar",""
"terik (1)",38580,"-er-","tik",38807,"dasar",""
"terik (2)",38581,"-er-","tik",38807,"dasar",""
"terika",38582,"-er-","tika",38809,"dasar",""
"terin",38587,"-er-","tin",38890,"dasar",""
"tering",38589,"-er-","ting",38902,"dasar",""
"teritih",38593,"-er-","titih",38997,"dasar",""
"teritik (1)",38594,"-er-","titik",38999,"dasar",""
"teritik (2)",38595,"-er-","titik",38999,"dasar",""
"teritip",38596,"-er-","titip",39004,"dasar",""
"teritis",38597,"-er-","titis",39008,"dasar",""
"terobong",38662,"-er-","tobong",39035,"dasar",""
"terok",38664,"-er-","tok",39057,"dasar",""
"teroka",38665,"-er-","toka",39058,"dasar",""
"terombol",38666,"-er-","tombol",39117,"dasar",""
"terong",38671,"-er-","tong",39138,"dasar",""
"teropong",38673,"-er-","topong",39212,"dasar",""
"teruk",38690,"-er-","tuk",39572,"dasar",""
"terum",38691,"-er-","tum",39620,"dasar",""
"terumbu",38693,"-er-","tumbu",39636,"dasar",""
"terumbuk",38694,"-er-","tumbuk",39638,"dasar",""
"teruna",38695,"-er-","tuna",39672,"dasar",""
"terungku",38697,"-er-","tungku",39736,"dasar",""
"terus (1)",38701,"-er-","tus",39808,"dasar",""
"terus (2)",38702,"-er-","tus",39808,"dasar",""
"terusi",38703,"-er-","tus",39808,"dasar","-i"
"teta",38725,"R.purwa","ta",37015,"dasar",""
"tetak (1)",38726,"R.purwa","tak",37181,"dasar",""
"tetak (2)",38727,"R.purwa","tak",37181,"dasar",""
"tetal",38728,"R.purwa","tal",37278,"dasar",""
"tetampah",38729,"R.purwa","tampah",37373,"dasar",""
"tetampan (1)",38730,"R.purwa","tampan",37378,"dasar",""
"tetampan (2)",38731,"R.purwa","tampan",37378,"dasar",""
"tetamu",38732,"R.purwa","tamu",37406,"dasar",""
"tetamu",38732,"R.purwa","ta",37015,"dasar","-mu"
"tetangga",38733,"R.purwa","tangga",37460,"dasar",""
"tetap (1)",38736,"R.purwa","tap",37557,"dasar",""
"tetap (2)",38737,"R.purwa","tap",37557,"dasar",""
"tetapan",38738,"R.purwa","tap",37557,"dasar","-an"
"tetapi",38739,"R.purwa","tapi",37581,"dasar",""
"tetapi",38739,"R.purwa","tap",37557,"dasar","-i"
"tetar",38740,"R.purwa","tar",37605,"dasar",""
"tetas",38741,"R.purwa","tas",37677,"dasar",""
"tetawak",38742,"R.purwa","tawak",37790,"dasar",""
"teteguk",38743,"R.purwa","teguk",37900,"dasar",""
"teteh (1)",38744,"R.purwa","teh",37905,"dasar",""
"teteh (2)",38745,"R.purwa","teh",37905,"dasar",""
"tetelan",38748,"R.purwa","telan",38010,"dasar",""
"tetelan",38748,"R.purwa","tel",37989,"dasar","-an"
"teter",38750,"R.purwa","ter",38501,"dasar",""
"teterapan",38751,"R.purwa","terapan",88170,"turunan",""
"teterapan",38751,"R.purwa","terap",38532,"dasar","-an"
"tetes (1)",38752,"R.purwa","tes",38707,"dasar",""
"tetes (2)",38753,"R.purwa","tes",38707,"dasar",""
"tetikus",38756,"R.purwa","tikus",38824,"dasar",""
"tetirah",38757,"R.purwa","tirah",38962,"dasar",""
"tetra",38759,"R.purwa","tra",39260,"dasar",""
"tetuhu",38771,"R.purwa","tuhu",39558,"dasar",""
"tinai",38891,"-in-","ta",37015,"dasar","-i"
"tiner",38900,"-in-","ter",38501,"dasar",""
"tinulat",38943,"-in-","tulat",39606,"dasar",""
"tinutuan",38944,"-in-","tutu",39818,"dasar","-an"
"welas (1)",40975,"-el-","was",40897,"dasar",""
"welirang",40978,"-el-","wirang",41057,"dasar",""
"werak",40985,"-er-","wak",40774,"dasar",""
"were",40989,"-er-","we",40954,"dasar",""
"wewe",41006,"R.purwa","we",40954,"dasar",""
"zina",41383,"-in-","za",41291,"dasar",""
