entri,entri_id,pola,basis_kandidat,basis_id,basis_jenis,sufiks
"keladan",17312,"-el-","kad",15936,"dasar","-an"
"keladi",17314,"-el-","kadi",15971,"dasar",""
"keladi",17314,"-el-","kad",15936,"dasar","-i"
"kelah",17315,"-el-","kah",16011,"dasar",""
"kelah",17316,"-el-","kah",16011,"dasar",""
"kelahi",17317,"-el-","kah",16011,"dasar","-i"
"kelai",17318,"-el-","ka",15843,"dasar","-i"
"kelak (1)",17319,"-el-","kak",16055,"dasar",""
"kelak (2)",17320,"-el-","kak",16055,"dasar",""
"kelak (3)",17321,"-el-","kak",16055,"dasar",""
"kelakah",17322,"-el-","kakah",16058,"prakategorial",""
"kelakah",17322,"-el-","ka",15843,"dasar","-kah"
"kelakar",17324,"-el-","kakar",16075,"dasar",""
"kelalang",17327,"-el-","kalang",16141,"dasar",""
"kelam (1)",17328,"-el-","kam",16266,"dasar",""
"kelam (2)",17329,"-el-","kam",16266,"dasar",""
"kelamai",17330,"-el-","kama",16267,"dasar","-i"
"kelambai",17332,"-el-","kamba",16284,"dasar","-i"
"kelambu",17336,"-el-","kambu",16309,"dasar",""
"kelana",17340,"-el-","kana",16379,"dasar",""
"kelang",17344,"-el-","kang",16431,"dasar",""
"kelang (1)",17342,"-el-","kang",16431,"dasar",""
"kelang (2)",17343,"-el-","kang",16431,"dasar",""
"kelangkan",17345,"-el-","kang",16431,"dasar","-kan"
"kelangkang",17346,"-el-","kangkang",16438,"dasar",""
"kelapa",17352,"-el-","kapa",16517,"dasar",""
"kelara",17356,"-el-","kara",16599,"dasar",""
"kelarah",17357,"-el-","karah",16607,"dasar",""
"kelarai",17358,"-el-","kara",16599,"dasar","-i"
"kelaras",17359,"-el-","karas",16637,"dasar",""
"kelari",17360,"-el-","kari",16700,"dasar",""
"kelas (1)",17361,"-el-","kas",16792,"dasar",""
"kelas (2)",17362,"-el-","kas",16792,"dasar",""
"kelasa",17363,"-el-","kasa",16795,"dasar",""
"kelasah",17364,"-el-","kasah",16802,"dasar",""
"kelasi (1)",17368,"-el-","kasi",16831,"dasar",""
"kelasi (1)",17368,"-el-","kas",16792,"dasar","-i"
"kelasi (2)",17369,"-el-","kasi",16831,"dasar",""
"kelasi (2)",17369,"-el-","kas",16792,"dasar","-i"
"kelati",17375,"-el-","kati",16948,"dasar",""
"kelawan",17376,"-el-","kawan",17019,"dasar",""
"kelayan",17377,"-el-","kayan",17050,"dasar",""
"kelayang",17378,"-el-","kayang",17051,"dasar",""
"kelayu",17379,"-el-","kayu",17057,"dasar",""
"kelebuk",17385,"-el-","kebuk",17095,"dasar",""
"kelebut",17386,"-el-","kebut",17102,"dasar",""
"keledai",17387,"-el-","kedai",17174,"dasar",""
"keledai",17387,"-el-","keda",17169,"dasar","-i"
"keledang",17388,"-el-","kedang",17179,"dasar",""
"keledar (2)",17390,"-el-","kedar",17184,"dasar",""
"keledek",17391,"-el-","kedek",17192,"dasar",""
"kelelap",17398,"-el-","kelap",17351,"prakategorial",""
"kelelesa",17400,"-el-","kelesa",17465,"dasar",""
"kelemarin",17404,"-el-","kemarin",17658,"dasar",""
"kelembung",17416,"-el-","kembung",17685,"dasar",""
"kelemunting",17421,"-el-","kemunting",17775,"dasar",""
"kelenang",17423,"-el-","kenang",17789,"dasar",""
"kelendara",17424,"-el-","kendara",17821,"dasar",""
"kelengkeng (1)",17428,"-el-","kengkeng",17846,"dasar",""
"kelengkeng (2)",17429,"-el-","kengkeng",17846,"dasar",""
"kelening",17432,"-el-","kening",17849,"dasar",""
"keleningan",17433,"-el-","kening",17849,"dasar","-an"
"kelentang",17435,"-el-","kentang",17860,"dasar",""
"kelentang (1)",17436,"-el-","kentang",17860,"dasar",""
"kelentang (2)",17437,"-el-","kentang",17860,"dasar",""
"kelenteng",17438,"-el-","kenteng",17863,"dasar",""
"kelenteng",17440,"-el-","kenteng",17863,"dasar",""
"kelenteng",17439,"-el-","kenteng",17863,"dasar",""
"kelento",17445,"-el-","kento",17864,"dasar",""
"kelentong",17446,"-el-","kentong",17865,"dasar",""
"kelentung",17447,"-el-","kentung",17867,"dasar",""
"kelenung",17448,"-el-","kenung",17871,"dasar",""
"kelenyit",17449,"-el-","kenyit",17885,"prakategorial",""
"kelep",17450,"-el-","kep",17890,"dasar",""
"kelepak",17452,"-el-","kepak",17897,"dasar",""
"kelepak",17453,"-el-","kepak",17897,"dasar",""
"kelepet",17456,"-el-","kepet",17924,"dasar",""
"kelepik",17457,"-el-","kepik",17930,"dasar",""
"kelepit",17459,"-el-","kepit",17940,"dasar",""
"kelepuk",17460,"-el-","kepuk",17963,"dasar",""
"kelereng",17463,"-el-","kereng",18113,"dasar",""
"kelesa",17465,"-el-","kesa",18365,"dasar",""
"kelesa",17464,"-el-","kesa",18365,"dasar",""
"kelesah",17466,"-el-","kesah",18366,"dasar",""
"kelesek",17468,"-el-","kesek",18382,"dasar",""
"keletah",17471,"-el-","ketah",18426,"dasar",""
"keletah",17471,"-el-","ke",17067,"dasar","-tah"
"keletak",17472,"-el-","ketak",18431,"dasar",""
"keletang",17473,"-el-","ketang",18445,"dasar",""
"keletar",17474,"-el-","ketar",18452,"dasar",""
"keleti",17475,"-el-","keti",18481,"dasar",""
"keletik (1)",17476,"-el-","ketik",18490,"dasar",""
"keletik (2)",17477,"-el-","ketik",18490,"dasar",""
"keletik (3)",17478,"-el-","ketik",18490,"dasar",""
"keletuk",17479,"-el-","ketuk",18544,"dasar",""
"keli",17482,"-el-","ki",18652,"dasar",""
"kelian (1)",17483,"-el-","kian",18666,"dasar",""
"kelian (1)",17483,"-el-","ki",18652,"dasar","-an"
"kelian (2)",17484,"-el-","kian",18666,"dasar",""
"kelian (2)",17484,"-el-","ki",18652,"dasar","-an"
"kelici",17489,"-el-","kici",18700,"dasar",""
"kelicik",17491,"-el-","kicik",18701,"dasar",""
"kelik (1)",17495,"-el-","kik",18730,"dasar",""
"kelikah",17498,"-el-","ki",18652,"dasar","-kah"
"keliki (1)",17500,"-el-","kik",18730,"dasar","-i"
"keliki (2)",17501,"-el-","kik",18730,"dasar","-i"
"kelikih (1)",17502,"-el-","kikih",18733,"dasar",""
"kelikih (2)",17503,"-el-","kikih",18733,"dasar",""
"kelikir (1)",17505,"-el-","kikir",18737,"dasar",""
"kelikir (2)",17506,"-el-","kikir",18737,"dasar",""
"kelim",17510,"-el-","kim",18784,"dasar",""
"kelincir",17517,"-el-","kincir",18824,"dasar",""
"kelingking",17525,"-el-","kingking",18846,"dasar",""
"kelip (1)",17533,"-el-","kip",18874,"dasar",""
"kelip (2)",17534,"-el-","kip",18874,"dasar",""
"kelir (1)",17538,"-el-","kir",18889,"dasar",""
"kelir (2)",17539,"-el-","kir",18889,"dasar",""
"keliru",17540,"-el-","kiru",18918,"dasar",""
"kelisah",17542,"-el-","kisah",18927,"dasar",""
"kelit",17544,"-el-","kit",18946,"dasar",""
"keliti",17545,"-el-","kit",18946,"dasar","-i"
"kelitik",17546,"-el-","kitik",18954,"dasar",""
"kelocak (1)",17551,"-el-","kocak",19146,"dasar",""
"kelok",17559,"-el-","kok",19219,"dasar",""
"kelom",17564,"-el-","kom",19368,"dasar",""
"kelompang",17567,"-el-","kompang",19425,"dasar",""
"kelongkong",17575,"-el-","kongkong",19572,"dasar",""
"kelop",17582,"-el-","kop",19796,"dasar",""
"kelopak",17583,"-el-","kopak",19803,"dasar",""
"kelor",17584,"-el-","kor",19850,"dasar",""
"kelos",17586,"-el-","kos",19940,"dasar",""
"kelotok (2)",17589,"-el-","kotok",19993,"dasar",""
"kelotok (3)",17590,"-el-","kotok",19993,"dasar",""
"kelu",17596,"-el-","ku",20207,"dasar",""
"kelua",17597,"-el-","kua",20209,"dasar",""
"keluai",17598,"-el-","kuai",20226,"dasar",""
"keluai",17598,"-el-","kua",20209,"dasar","-i"
"keluak",17599,"-el-","kuak",20229,"dasar",""
"keluan",17600,"-el-","ku",20207,"dasar","-an"
"keluang",17601,"-el-","kuang",20239,"dasar",""
"keluar",17603,"-el-","kuar",20250,"dasar",""
"kelubung",17607,"-el-","kubung",20305,"dasar",""
"keluburan",17608,"-el-","kuburan",65614,"turunan",""
"keluburan",17608,"-el-","kubur",20307,"dasar","-an"
"kelui",17610,"-el-","kui",20353,"dasar",""
"kelui",17610,"-el-","ku",20207,"dasar","-i"
"keluih",17611,"-el-","kuih",20354,"dasar",""
"keluk",17612,"-el-","kuk",20383,"dasar",""
"keluku",17613,"-el-","kuku",20388,"dasar",""
"keluku",17613,"-el-","ku",20207,"dasar","-ku"
"kelukup",17614,"-el-","kukup",20397,"dasar",""
"keluli",17616,"-el-","kuli",20425,"dasar",""
"kelulut",17620,"-el-","kulut",20458,"dasar",""
"kelumpang",17622,"-el-","kumpang",20493,"dasar",""
"keluna",17625,"-el-","kuna",20508,"dasar",""
"kelung",17627,"-el-","kung",20533,"dasar",""
"kelupas",17628,"-el-","kupas",20576,"dasar",""
"kelus",17633,"-el-","kus",20659,"dasar",""
"kemah",17643,"-em-","kah",16011,"dasar",""
"kemala",17646,"-em-","kala",16106,"dasar",""
"kemalai",17647,"-em-","kalai",16113,"dasar",""
"kemalai",17647,"-em-","kala",16106,"dasar","-i"
"kemam",17648,"-em-","kam",16266,"dasar",""
"kemanakan",17651,"-em-","kana",16379,"dasar","-kan"
"kemandang",17652,"-em-","kandang",16407,"dasar",""
"kemang (1)",17653,"-em-","kang",16431,"dasar",""
"kemang (2)",17654,"-em-","kang",16431,"dasar",""
"kemangi",17655,"-em-","kang",16431,"dasar","-i"
"kemarau",17656,"-em-","karau",16645,"dasar",""
"kemari",17657,"-em-","kari",16700,"dasar",""
"kemas",17660,"-em-","kas",16792,"dasar",""
"kemayu",17664,"-em-","kayu",17057,"dasar",""
"kemejan",17690,"-em-","kejan",17246,"prakategorial",""
"kemelut",17692,"-em-","kelut",17635,"dasar",""
"kemenakan",17693,"-em-","kena",17783,"dasar","-kan"
"kemendang",17695,"-em-","kendang",17819,"dasar",""
"kemendur",17697,"-em-","kendur",17837,"dasar",""
"kemerakan",17702,"-em-","kera",17976,"dasar","-kan"
"kemi",17704,"-em-","ki",18652,"dasar",""
"kemik (1)",17706,"-em-","kik",18730,"dasar",""
"kemilap",17708,"-em-","kilap",18752,"dasar",""
"kemilau",17709,"-em-","kilau",18759,"dasar",""
"kemiri",17712,"-em-","kiri",18907,"dasar",""
"kemiri",17712,"-em-","kir",18889,"dasar","-i"
"kemit",17714,"-em-","kit",18946,"dasar",""
"kemucing",17759,"-em-","kucing",20320,"dasar",""
"kemudi",17760,"-em-","kudi",20335,"dasar",""
"kemudian",17761,"-em-","kudian",20336,"dasar",""
"kemudian",17761,"-em-","kudi",20335,"dasar","-an"
"kemudu",17762,"-em-","kudu",20340,"dasar",""
"kemukus (1)",17763,"-em-","kukus",20401,"dasar",""
"kemukus (2)",17764,"-em-","kukus",20401,"dasar",""
"kemumu (1)",17766,"-em-","ku",20207,"dasar","-mu"
"kemumu (2)",17767,"-em-","ku",20207,"dasar","-mu"
"kemuncup",17769,"-em-","kuncup",20523,"dasar",""
"kemung",17771,"-em-","kung",20533,"dasar",""
"kemuning (1)",17773,"-em-","kuning",20540,"dasar",""
"kemuning (2)",17774,"-em-","kuning",20540,"dasar",""
"kemuntul",17776,"-em-","kuntul",20553,"dasar",""
"kera",17976,"-er-","ka",15843,"dasar",""
"kera",17975,"-er-","ka",15843,"dasar",""
"kerabat",17978,"-er-","kabat",15858,"dasar",""
"keracak",17982,"-er-","kacak",15905,"prakategorial",""
"kerah (1)",17985,"-er-","kah",16011,"dasar",""
"kerah (2)",17986,"-er-","kah",16011,"dasar",""
"kerahi",17987,"-er-","kah",16011,"dasar","-i"
"kerai (1)",17988,"-er-","ka",15843,"dasar","-i"
"kerai (2)",17989,"-er-","ka",15843,"dasar","-i"
"kerajang",17990,"-er-","kajang",16049,"dasar",""
"kerak (1)",17993,"-er-","kak",16055,"dasar",""
"kerak (2)",17994,"-er-","kak",16055,"dasar",""
"kerakah (1)",17995,"-er-","kakah",16058,"prakategorial",""
"kerakah (1)",17995,"-er-","ka",15843,"dasar","-kah"
"kerakah (2)",17996,"-er-","kakah",16058,"prakategorial",""
"kerakah (2)",17996,"-er-","ka",15843,"dasar","-kah"
"kerakap",17998,"-er-","kakap",16071,"prakategorial",""
"keram (2)",18002,"-er-","kam",16266,"dasar",""
"kerama",18003,"-er-","kama",16267,"dasar",""
"keraman",18004,"-er-","kam",16266,"dasar","-an"
"keramas",18005,"-er-","kamas",16279,"dasar",""
"keramat",18006,"-er-","kamat",16280,"dasar",""
"keramba",18007,"-er-","kamba",16284,"dasar",""
"kerampang",18014,"-er-","kampang",16344,"dasar",""
"keran (1)",18016,"-er-","kan",16376,"dasar",""
"keran (2)",18017,"-er-","kan",16376,"dasar",""
"keranda",18019,"-er-","kanda",16404,"dasar",""
"kerang (1)",18020,"-er-","kang",16431,"dasar",""
"kerangka",18026,"-er-","kangka",16437,"dasar",""
"kerangkai",18027,"-er-","kangka",16437,"dasar","-i"
"kerangkang",18028,"-er-","kangkang",16438,"dasar",""
"kerani",18031,"-er-","kan",16376,"dasar","-i"
"keranjang",18032,"-er-","kanjang",16458,"prakategorial",""
"keranji",18034,"-er-","kanji",16464,"dasar",""
"keranta",18036,"-er-","kanta",16486,"dasar",""
"kerantong",18037,"-er-","kantong",16499,"dasar",""
"kerap (1)",18038,"-er-","kap",16516,"dasar",""
"kerap (2)",18039,"-er-","kap",16516,"dasar",""
"kerapu",18040,"-er-","kapu",16586,"prakategorial",""
"keras (1)",18041,"-er-","kas",16792,"dasar",""
"keras (2)",18042,"-er-","kas",16792,"dasar",""
"kerasan",18043,"-er-","kas",16792,"dasar","-an"
"kerau",18058,"-er-","kau",16986,"dasar",""
"kerawak",18062,"-er-","kawak",17016,"dasar",""
"kerawang",18063,"-er-","kawang",17021,"prakategorial",""
"kerawat",18064,"-er-","kawat",17025,"dasar",""
"kere",18084,"-er-","ke",17067,"dasar",""
"kere",18083,"-er-","ke",17067,"dasar",""
"kereceng",18086,"-er-","keceng",17125,"dasar",""
"kerecik",18087,"-er-","kecik",17135,"dasar",""
"keredok",18090,"-er-","kedok",17221,"dasar",""
"kerek (1)",18092,"-er-","kek",17266,"dasar",""
"kerek (2)",18093,"-er-","kek",17266,"dasar",""
"kerekah",18094,"-er-","kekah",17267,"dasar",""
"kerekah",18094,"-er-","ke",17067,"dasar","-kah"
"keremi",18098,"-er-","kemi",17704,"dasar",""
"kerempung",18102,"-er-","kempung",17753,"dasar",""
"keremunting",18103,"-er-","kemunting",17775,"dasar",""
"keremut",18105,"-er-","kemut",17778,"prakategorial",""
"keren",18106,"-er-","ken",17782,"dasar",""
"kerencang",18107,"-er-","kencang",17800,"dasar",""
"kerencing",18108,"-er-","kencing",17805,"dasar",""
"kerencung",18109,"-er-","kencung",17811,"dasar",""
"kerendang (1)",18110,"-er-","kendang",17819,"dasar",""
"kerendang (2)",18111,"-er-","kendang",17819,"dasar",""
"kereng",18113,"-er-","keng",17844,"dasar",""
"kereng",18114,"-er-","keng",17844,"dasar",""
"kerentang",18120,"-er-","kentang",17860,"dasar",""
"kerenyit",18123,"-er-","kenyit",17885,"prakategorial",""
"kerenyut",18125,"-er-","kenyut",17886,"dasar",""
"kerepai",18126,"-er-","kepai",17895,"dasar",""
"kerepak",18127,"-er-","kepak",17897,"dasar",""
"kerepek",18130,"-er-","kepek",17916,"dasar",""
"kerepot",18133,"-er-","kepot",17952,"prakategorial",""
"keresek (1)",18135,"-er-","kesek",18382,"dasar",""
"keresek (2)",18136,"-er-","kesek",18382,"dasar",""
"keresot",18139,"-er-","kesot",18410,"prakategorial",""
"kereta",18140,"-er-","keta",18424,"dasar",""
"keretan",18142,"-er-","ketan",18442,"dasar",""
"keretek (1)",18143,"-er-","ketek",18463,"dasar",""
"keretek (2)",18144,"-er-","ketek",18463,"dasar",""
"keretek (3)",18145,"-er-","ketek",18463,"dasar",""
"keretut",18147,"-er-","ketut",18563,"dasar",""
"keri (1)",18149,"-er-","ki",18652,"dasar",""
"keri (2)",18150,"-er-","ki",18652,"dasar",""
"keriap",18152,"-er-","kiap",18670,"dasar",""
"kerias",18153,"-er-","kias",18673,"dasar",""
"kerik (1)",18162,"-er-","kik",18730,"dasar",""
"kerik (2)",18163,"-er-","kik",18730,"dasar",""
"kerik (3)",18164,"-er-","kik",18730,"dasar",""
"kerikil",18167,"-er-","kikil",18735,"dasar",""
"kerinan",18171,"-er-","kin",18810,"dasar","-an"
"kerintil",18182,"-er-","kintil",18864,"dasar",""
"kerip (1)",18185,"-er-","kip",18874,"dasar",""
"kerisi",18190,"-er-","kisi",18932,"dasar",""
"kerisik (1)",18191,"-er-","kisik",18936,"dasar",""
"kerisik (2)",18192,"-er-","kisik",18936,"dasar",""
"kerisik (3)",18193,"-er-","kisik",18936,"dasar",""
"kerisut",18195,"-er-","kisut",18942,"dasar",""
"kerit",18196,"-er-","kit",18946,"dasar",""
"keritik (2)",18198,"-er-","kitik",18954,"dasar",""
"keriting",18199,"-er-","kiting",18956,"dasar",""
"keriuk",18200,"-er-","kiuk",18964,"dasar",""
"keriut",18201,"-er-","kiut",18968,"dasar",""
"kerlip (1)",18218,"-er-","klip",19056,"dasar",""
"kerlip (2)",18219,"-er-","klip",19056,"dasar",""
"kerobak",18238,"-er-","kobak",19130,"dasar",""
"kerocok",18245,"-er-","kocok",19154,"dasar",""
"keroh",18248,"-er-","koh",19189,"dasar",""
"keroh",18249,"-er-","koh",19189,"dasar",""
"kerok",18250,"-er-","kok",19219,"dasar",""
"kerok",18251,"-er-","kok",19219,"dasar",""
"kerokot (1)",18252,"-er-","kokot",19242,"dasar",""
"kerokot (2)",18253,"-er-","kokot",19242,"dasar",""
"keronco",18257,"-er-","konco",19513,"dasar",""
"kerongkongan",18268,"-er-","kongkongan",65055,"turunan",""
"kerongkongan",18268,"-er-","kongkong",19572,"dasar","-an"
"kerop",18273,"-er-","kop",19796,"dasar",""
"keropak",18274,"-er-","kopak",19803,"dasar",""
"keropok (2)",18279,"-er-","kopok",19829,"dasar",""
"keropong",18280,"-er-","kopong",19832,"dasar",""
"kerosek",18284,"-er-","kosek",19947,"dasar",""
"kerosong",18289,"-er-","kosong",19972,"dasar",""
"kerotak",18292,"-er-","kotak",19978,"dasar",""
"keroyok",18294,"-er-","koyok",20012,"dasar",""
"keruan",18327,"-er-","ku",20207,"dasar","-an"
"kerucil",18333,"-er-","kucil",20318,"prakategorial",""
"kerucut",18334,"-er-","kucut",20328,"dasar",""
"kerudung",18335,"-er-","kudung",20344,"dasar",""
"keruing",18339,"-er-","kuing",20358,"dasar",""
"keruit",18340,"-er-","kuit",20371,"dasar",""
"keruk",18341,"-er-","kuk",20383,"dasar",""
"kerukut",18342,"-er-","kukut",20402,"dasar",""
"kerumus",18348,"-er-","kumus",20505,"dasar",""
"kerung",18350,"-er-","kung",20533,"dasar",""
"keruntung",18354,"-er-","kuntung",20556,"dasar",""
"kerup",18356,"-er-","kup",20567,"dasar",""
"kerutak",18361,"-er-","kutak",20687,"dasar",""
"kina",18811,"-in-","ka",15843,"dasar",""
"kinang (1)",18813,"-in-","kang",16431,"dasar",""
"kinang (2)",18814,"-in-","kang",16431,"dasar",""
"kinantan",18815,"-in-","kantan",16487,"dasar",""
"kinanti",18816,"-in-","kanti",16491,"dasar",""
"kinasa",18817,"-in-","kasa",16795,"dasar",""
"kinasih",18818,"-in-","kasih",16837,"dasar",""
"kinerja",18831,"-in-","kerja",18202,"dasar",""
"kinetik",18841,"-in-","ketik",18490,"dasar",""
"kinetika",18842,"-in-","ketika",18492,"dasar",""
"kini",18850,"-in-","ki",18652,"dasar",""
"kinu",18865,"-in-","ku",20207,"dasar",""
"lela (1)",21627,"R.purwa","la",20743,"dasar",""
"lela (1)",21627,"-el-","la",20743,"dasar",""
"lela (2)",21628,"R.purwa","la",20743,"dasar",""
"lela (2)",21628,"-el-","la",20743,"dasar",""
"lela (3)",21629,"R.purwa","la",20743,"dasar",""
"lela (3)",21629,"-el-","la",20743,"dasar",""
"lelabi",21631,"R.purwa","lab",20746,"dasar","-i"
"lelabi",21631,"-el-","lab",20746,"dasar","-i"
"lelah (1)",21632,"R.purwa","lah",20833,"dasar",""
"lelah (1)",21632,"-el-","lah",20833,"dasar",""
"lelah (2)",21633,"R.purwa","lah",20833,"dasar",""
"lelah (2)",21633,"-el-","lah",20833,"dasar",""
"lelai",21634,"R.purwa","lai",20848,"dasar",""
"lelai",21634,"-el-","lai",20848,"dasar",""
"lelai",21634,"R.purwa","la",20743,"dasar","-i"
"lelai",21634,"-el-","la",20743,"dasar","-i"
"lelak",21635,"R.purwa","lak",20873,"dasar",""
"lelak",21635,"-el-","lak",20873,"dasar",""
"lelaki",21636,"R.purwa","laki",20883,"dasar",""
"lelaki",21636,"-el-","laki",20883,"dasar",""
"lelaki",21636,"R.purwa","lak",20873,"dasar","-i"
"lelaki",21636,"-el-","lak",20873,"dasar","-i"
"lelakon",21637,"R.purwa","lakon",20889,"dasar",""
"lelakon",21637,"-el-","lakon",20889,"dasar",""
"lelancur",21638,"R.purwa","lancur",21046,"dasar",""
"lelancur",21638,"-el-","lancur",21046,"dasar",""
"lelang",21639,"R.purwa","lang",21070,"dasar",""
"lelang",21639,"-el-","lang",21070,"dasar",""
"lelangit",21640,"R.purwa","langit",21103,"dasar",""
"lelangit",21640,"-el-","langit",21103,"dasar",""
"lelangse",21642,"R.purwa","langse",21140,"dasar",""
"lelangse",21642,"-el-","langse",21140,"dasar",""
"lelap",21643,"R.purwa","lap",21234,"dasar",""
"lelap",21643,"-el-","lap",21234,"dasar",""
"lelas",21645,"R.purwa","las",21312,"dasar",""
"lelas",21645,"-el-","las",21312,"dasar",""
"lelat",21646,"R.purwa","lat",21331,"dasar",""
"lelat",21646,"-el-","lat",21331,"dasar",""
"lelatu",21647,"R.purwa","latu",21360,"dasar",""
"lelatu",21647,"-el-","latu",21360,"dasar",""
"lelawa",21648,"R.purwa","lawa",21381,"dasar",""
"lelawa",21648,"-el-","lawa",21381,"dasar",""
"lelembut",21651,"R.purwa","lembut",21716,"dasar",""
"lelembut",21651,"-el-","lembut",21716,"dasar",""
"leles",21658,"R.purwa","les",21971,"dasar",""
"leles",21658,"-el-","les",21971,"dasar",""
"lelewa",21660,"R.purwa","lewa",22070,"prakategorial",""
"lelewa",21660,"-el-","lewa",22070,"prakategorial",""
"leluasa",21662,"R.purwa","luasa",22661,"dasar",""
"leluasa",21662,"-el-","luasa",22661,"dasar",""
"leluhur",21664,"R.purwa","luhur",22689,"dasar",""
"leluhur",21664,"-el-","luhur",22689,"dasar",""
"leluing (1)",21665,"R.purwa","luing",22692,"dasar",""
"leluing (1)",21665,"-el-","luing",22692,"dasar",""
"leluing (2)",21666,"R.purwa","luing",22692,"dasar",""
"leluing (2)",21666,"-el-","luing",22692,"dasar",""
"lelung",21667,"R.purwa","lung",22775,"dasar",""
"lelung",21667,"-el-","lung",22775,"dasar",""
"lema",21671,"-em-","la",20743,"dasar",""
"lemah (1)",21672,"-em-","lah",20833,"dasar",""
"lemah (2)",21673,"-em-","lah",20833,"dasar",""
"lemak (1)",21674,"-em-","lak",20873,"dasar",""
"lemak (2)",21675,"-em-","lak",20873,"dasar",""
"lemak (3)",21676,"-em-","lak",20873,"dasar",""
"lemang",21677,"-em-","lang",21070,"dasar",""
"lemari",21678,"-em-","lari",21290,"dasar",""
"lemas (1)",21679,"-em-","las",21312,"dasar",""
"lemas (2)",21680,"-em-","las",21312,"dasar",""
"Lematang",21681,"-em-","latang",21342,"dasar",""
"lemena",21717,"-em-","lena",21760,"dasar",""
"lemender",21718,"-em-","lender",21778,"dasar",""
"lemes (1)",21719,"-em-","les",21971,"dasar",""
"lemes (2)",21720,"-em-","les",21971,"dasar",""
"lemidi",21722,"-em-","lidi",22123,"dasar",""
"lemidi",21722,"-em-","lid",22116,"dasar","-i"
"lemo",21723,"-em-","lo",22427,"dasar",""
"lemukat",21753,"-em-","lukat",22697,"dasar",""
"lemukut",21754,"-em-","lukut",22704,"dasar",""
"lemuru",21758,"-em-","luru",22815,"prakategorial",""
"lerah",21951,"-er-","lah",20833,"dasar",""
"lerai",21952,"-er-","lai",20848,"dasar",""
"lerai",21952,"-er-","la",20743,"dasar","-i"
"lerak (1)",21953,"-er-","lak",20873,"dasar",""
"lerak (2)",21954,"-er-","lak",20873,"dasar",""
"leram",21955,"-er-","lam",20943,"dasar",""
"lerang (1)",21956,"-er-","lang",21070,"dasar",""
"lerang (3)",21958,"-er-","lang",21070,"dasar",""
"lerap",21959,"-er-","lap",21234,"dasar",""
"lerap",21960,"-er-","lap",21234,"dasar",""
"lereng (1)",21961,"-er-","leng",21784,"dasar",""
"lereng (2)",21962,"-er-","leng",21784,"dasar",""
"lerik",21966,"-er-","lik",22151,"dasar",""
"lerum",21969,"-er-","lum",22724,"dasar",""
"lines",22271,"-in-","les",21971,"dasar",""
"lining",22300,"-in-","ling",22272,"dasar",""
"linu (1)",22320,"-in-","lu",22648,"dasar",""
"linu (2)",22321,"-in-","lu",22648,"dasar",""
"linuhung",22322,"-in-","luhung",22688,"dasar",""
"melainkan",23999,"-el-","main",23042,"dasar","-kan"
"melaka",24000,"-el-","maka",23083,"dasar",""
"melambang",24002,"-el-","mambang",23290,"dasar",""
"melar",24018,"-el-","mar",23537,"dasar",""
"melas (2)",24022,"-el-","mas",23650,"dasar",""
"melata",24026,"-el-","mata",23748,"dasar",""
"melati",24027,"-el-","mati",23777,"dasar",""
"melati",24027,"-el-","mat",23746,"dasar","-i"
"melek",24030,"-el-","mek",23979,"dasar",""
"meler",24034,"-el-","mer",24308,"dasar",""
"melerang",24035,"-el-","merang",24328,"dasar",""
"melik",24039,"-el-","mik",24596,"dasar",""
"melontok",24059,"-el-","montok",25059,"dasar",""
"melur (1)",24065,"-el-","mur",25410,"dasar",""
"melur (2)",24066,"-el-","mur",25410,"dasar",""
"memang",24069,"R.purwa","mang",23396,"dasar",""
"memang",24069,"-em-","mang",23396,"dasar",""
"memar",24070,"R.purwa","mar",23537,"dasar",""
"memar",24070,"-em-","mar",23537,"dasar",""
"memek (1)",24079,"R.purwa","mek",23979,"dasar",""
"memek (1)",24079,"-em-","mek",23979,"dasar",""
"memek (2)",24080,"R.purwa","mek",23979,"dasar",""
"memek (2)",24080,"-em-","mek",23979,"dasar",""
"memelas",24081,"R.purwa","melas",24022,"dasar",""
"memelas",24081,"-em-","melas",24022,"dasar",""
"memengkis",24082,"R.purwa","mengkis",24204,"dasar",""
"memengkis",24082,"-em-","mengkis",24204,"dasar",""
"memerang",24083,"R.purwa","merang",24328,"dasar",""
"memerang",24083,"-em-","merang",24328,"dasar",""
"memori",24089,"R.purwa","mori",25099,"dasar",""
"memori",24089,"-em-","mori",25099,"dasar",""
"memur",24102,"R.purwa","mur",25410,"dasar",""
"memur",24102,"-em-","mur",25410,"dasar",""
"memutah",24103,"R.purwa","mutah",25527,"dasar",""
"memutah",24103,"-em-","mutah",25527,"dasar",""
"memutah",24103,"R.purwa","mu",25137,"dasar","-tah"
"memutah",24103,"-em-","mu",25137,"dasar","-tah"
"meracang",24309,"-er-","macang",22858,"dasar",""
"meragi",24311,"-er-","magi",22925,"dasar",""
"meragi",24311,"-er-","mag",22911,"dasar","-i"
"merah",24312,"-er-","mah",22967,"dasar",""
"merah (1)",24313,"-er-","mah",22967,"dasar",""
"merah (2)",24314,"-er-","mah",22967,"dasar",""
"merah (3)",24315,"-er-","mah",22967,"dasar",""
"merak (1)",24317,"-er-","mak",23081,"dasar",""
"merak (2)",24318,"-er-","mak",23081,"dasar",""
"merakan",24321,"-er-","makan",23095,"dasar",""
"merakan",24321,"-er-","ma",22846,"dasar","-kan"
