etim_id,indeks,etim_homonim,entri_homonim_kini,bahasa,meragukan,aktif_kini,kategori,entri_id_kini,entri_id_baru,entri_baru,skor,metode,aktif_baru
7,abah,1,2,Arab,False,False,YAKIN,15,14,abah (1),1.0,homonim 1 cocok persis,True
